categ_feature0,num_feature1,num_feature2,num_feature3,num_feature4,target
value5,-1.0,2.1,0.5,-0.2,0.22
value4,-0.2,5.9,0.9,-0.5,0.701
value3,-1.0,2.3,0.0,-0.5,0.573
value4,-1.0,6.4,0.2,-0.6,0.717
value5,1.0,4.4,0.0,-0.3,0.614
value5,-0.2,6.2,0.1,-0.5,0.486
value5,0.4,4.2,0.1,-0.4,0.654
value4,-0.1,5.3,0.0,-0.2,0.571
value5,-1.0,4.3,1.0,0.8,0.629
value5,-1.0,5.4,0.8,0.8,0.551
value5,1.0,5.4,0.0,0.2,0.566
value5,1.0,6.7,0.0,-0.6,0.616
value5,1.0,4.6,0.2,-0.5,0.621
value5,1.0,5.4,0.4,-0.4,0.646
value5,1.0,3.9,0.0,-0.6,0.673
value2,1.0,7.1,1.0,0.9,0.393
value5,-1.0,5.6,0.1,0.0,0.659
value5,-0.4,4.5,0.0,0.8,0.53
value5,-0.2,3.8,1.0,0.9,0.564
value5,-1.0,6.4,0.6,-0.4,0.4
value4,1.0,4.0,0.0,-0.2,0.4
value5,0.3,3.1,0.8,0.1,0.641
value5,1.0,5.9,0.0,0.9,0.699
value4,-0.8,3.3,0.8,-0.4,0.679
value4,0.3,4.2,0.0,0.9,0.524
value4,1.0,4.9,0.1,-0.4,0.513
value4,1.0,0.7,0.0,-0.1,0.411
value1,-0.4,5.0,0.0,-0.3,0.519
value5,-1.0,3.0,0.0,-0.5,0.583
value4,-1.0,5.6,0.5,-0.5,0.406
value4,1.0,3.9,0.0,0.3,0.715
value5,-0.9,4.0,0.2,-0.4,0.583
value5,-0.3,5.9,0.0,-0.7,0.662
value5,1.0,4.8,0.0,-0.2,0.463
value4,1.0,5.8,0.1,-0.4,0.503
value5,1.0,5.9,0.0,-0.4,0.588
value5,-1.0,2.4,0.0,1.0,0.761
value5,1.0,4.6,0.0,0.6,0.733
value5,-0.6,6.1,0.1,0.1,0.488
value4,-0.9,5.9,0.0,-0.7,0.53
value5,1.0,5.3,0.5,0.2,0.72
value5,-1.0,5.0,0.0,-0.3,0.567
value5,-1.0,2.8,0.1,-0.6,0.687
value5,-1.0,3.2,0.0,-0.5,0.447
value5,-1.0,4.7,0.0,-0.5,0.634
value5,-0.9,-0.2,0.3,-0.4,0.615
value2,-0.8,5.6,0.9,-0.5,0.324
value5,-1.0,5.1,0.2,-0.6,0.425
value4,-1.0,6.3,0.0,0.1,0.576
value5,0.4,6.0,0.0,1.0,0.655
value5,1.0,4.3,0.3,-0.6,0.597
value4,1.0,3.4,1.0,0.3,0.441
value5,-0.2,1.2,0.1,0.1,0.503
value5,1.0,2.1,0.0,0.3,0.592
value5,-1.0,5.4,0.7,0.7,0.565
value4,0.8,7.1,0.0,-0.6,0.431
value5,1.0,4.7,0.2,1.0,0.71
value5,-1.0,3.8,0.2,-0.2,0.53
value5,1.0,4.0,1.0,0.6,0.649
value5,-1.0,4.3,0.4,-0.6,0.401
value4,1.0,4.6,0.0,-0.3,0.505
value5,0.7,7.9,0.2,-0.3,0.668
value5,-1.0,6.0,0.0,0.9,0.51
value5,-1.0,4.0,1.0,-0.5,0.467
value5,1.0,6.1,0.0,0.4,0.621
value5,1.0,8.5,0.3,-0.2,0.587
value5,1.0,3.6,1.0,0.2,0.677
value5,-1.0,6.9,0.9,0.5,0.575
value5,-1.0,5.0,0.0,-0.7,0.344
value5,0.7,3.1,0.4,-0.4,0.59
value5,-0.9,4.1,0.0,-0.5,0.764
value4,-1.0,6.1,0.0,-0.7,0.701
value4,1.0,5.4,0.0,0.2,0.438
value5,-1.0,7.0,0.0,-0.5,0.618
value5,1.0,3.5,0.7,-0.4,0.476
value5,1.0,9.7,0.0,-0.6,0.807
value5,-1.0,8.1,0.1,-0.2,0.453
value4,1.0,4.9,0.1,-0.4,0.629
value5,-1.0,7.9,0.4,-0.4,0.683
value4,-0.8,3.0,0.0,-0.4,0.563
value5,0.8,5.5,0.1,-0.7,0.375
value5,1.0,6.3,0.3,0.9,0.745
value5,1.0,6.3,0.3,-0.5,0.487
value5,1.0,6.8,0.8,-0.4,0.603
value5,-1.0,4.1,0.5,-0.3,0.471
value5,0.9,14.1,0.1,-0.3,0.657
value5,-1.0,3.7,0.2,-0.6,0.496
value5,-1.0,4.1,0.0,-0.5,0.583
value5,0.8,5.8,0.0,-0.4,0.564
value5,1.0,4.1,0.0,-0.4,0.478
value5,0.9,5.0,0.1,0.3,0.79
value5,-1.0,7.8,0.9,-0.3,0.4
value5,0.9,3.7,0.4,0.9,0.663
value5,1.0,3.1,0.6,-0.6,0.513
value5,1.0,4.8,0.0,-0.5,0.524
value5,-1.0,3.3,1.0,-0.2,0.505
value5,-1.0,4.5,0.1,-0.1,0.546
value5,0.9,2.8,0.0,-0.1,0.645
value5,1.0,5.3,0.0,-0.3,0.509
value4,-0.3,5.6,1.0,-0.5,0.469
value5,1.0,8.8,0.9,-0.4,0.607
value5,-1.0,4.4,0.6,0.7,0.538
value5,-0.7,3.0,0.0,-0.6,0.714
value5,-1.0,5.3,1.0,0.8,0.688
value5,1.0,4.8,0.0,-0.5,0.52
value5,0.9,4.7,0.0,-0.5,0.537
value5,0.1,4.6,0.3,0.7,0.421
value4,-1.0,0.0,0.1,-0.2,0.586
value4,1.0,9.3,0.0,-0.6,0.43
value5,-1.0,3.0,0.0,-0.7,0.688
value5,-1.0,1.8,0.0,-0.7,0.461
value4,-1.0,5.1,0.0,0.9,0.44
value5,-0.6,5.4,0.2,-0.6,0.609
value5,-1.0,4.2,0.2,0.2,0.516
value1,0.9,0.9,0.0,0.3,0.617
value5,-1.0,4.1,0.0,0.6,0.598
value4,-0.8,5.1,0.5,-0.0,0.594
value5,-1.0,4.9,0.8,0.8,0.665
value5,-1.0,6.3,0.3,-0.6,0.693
value3,-0.9,4.3,0.2,-0.3,0.588
value5,1.0,7.4,0.1,-0.4,0.48
value3,-0.8,5.2,0.0,-0.5,0.562
value4,-1.0,8.5,0.0,1.0,0.524
value4,-1.0,7.4,0.2,-0.6,0.568
value5,-0.8,4.7,0.0,-0.3,0.694
value5,1.0,6.4,0.0,0.9,0.783
value5,0.6,1.6,0.0,1.0,0.544
value4,-1.0,4.5,0.2,-0.6,0.474
value5,-0.4,3.9,0.1,-0.4,0.412
value5,-1.0,5.4,0.0,0.8,0.605
value5,1.0,4.1,0.6,0.9,0.553
value4,1.0,6.1,0.1,-0.6,0.374
value5,-1.0,1.4,0.3,0.4,0.589
value5,-1.0,4.9,0.0,-0.4,0.526
value5,1.0,4.5,0.0,-0.6,0.784
value5,0.2,7.1,1.0,-0.6,0.72
value4,1.0,4.8,0.5,-0.5,0.414
value5,-0.3,2.9,0.0,-0.5,0.411
value5,1.0,6.2,0.0,0.1,0.65
value5,-1.0,3.0,0.3,0.8,0.564
value5,-1.0,4.7,0.2,-0.6,0.653
value3,-1.0,3.6,0.4,-0.1,0.575
value5,1.0,7.8,0.7,0.9,0.637
value5,-0.7,8.8,0.0,-0.0,0.616
value5,-0.1,6.6,0.0,-0.3,0.598
value5,0.9,4.6,0.0,0.2,0.661
value5,0.8,8.3,0.0,-0.5,0.433
value5,1.0,8.3,0.5,-0.0,0.794
value5,1.0,7.2,0.1,0.1,0.589
value5,0.3,7.4,0.7,1.0,0.707
value5,-1.0,3.1,0.1,0.0,0.566
value5,1.0,6.6,0.0,-0.2,0.595
value5,1.0,5.6,0.3,0.5,0.498
value3,1.0,3.4,0.4,-0.6,0.692
value5,-1.0,4.2,0.0,-0.7,0.653
value5,-0.9,4.7,0.0,-0.4,0.61
value5,1.0,5.1,0.0,-0.5,0.625
value5,1.0,4.8,0.6,-0.1,0.619
value5,0.9,4.8,0.0,0.3,0.669
value5,-0.7,3.2,0.4,-0.4,0.461
value5,-1.0,6.9,0.1,1.0,0.642
value5,1.0,4.7,0.8,-0.3,0.63
value1,-0.6,5.8,0.0,-0.5,0.425
value4,-0.7,1.5,0.0,-0.2,0.528
value4,-1.0,5.3,0.8,0.0,0.751
value5,1.0,7.9,0.0,-0.6,0.599
value5,0.9,6.6,0.1,-0.5,0.427
value4,0.9,4.1,0.4,-0.6,0.556
value4,0.8,5.2,0.0,-0.6,0.599
value5,1.0,4.5,0.0,1.0,0.73
value4,-1.0,4.2,0.0,-0.5,0.668
value5,-1.0,5.7,0.0,-0.4,0.595
value5,0.7,3.2,0.3,-0.4,0.514
value5,1.0,5.0,0.0,-0.5,0.539
value5,-1.0,8.4,0.4,-0.1,0.487
value5,1.0,6.9,0.1,-0.6,0.752
value5,-1.0,0.0,0.8,0.1,0.535
value5,-1.0,4.5,0.0,-0.4,0.357
value5,-1.0,1.8,0.1,0.1,0.676
value5,1.0,6.2,0.0,-0.4,0.752
value4,0.2,3.8,0.0,-0.1,0.436
value5,-1.0,5.2,0.0,-0.2,0.694
value5,-1.0,6.8,0.0,0.1,0.511
value4,-1.0,2.8,0.0,-0.5,0.443
value5,-1.0,5.7,0.4,-0.4,0.736
value5,0.5,5.7,0.1,1.0,0.472
value5,1.0,2.8,0.9,1.0,0.682
value5,-1.0,5.9,0.5,0.1,0.558
value4,-1.0,4.6,0.1,0.4,0.468
value5,0.3,4.9,0.0,-0.5,0.675
value5,-0.4,6.8,0.1,-0.5,0.529
value5,1.0,3.2,0.2,-0.2,0.497
value5,-1.0,6.1,0.0,-0.6,0.546
value5,-1.0,2.6,0.2,0.8,0.677
value5,1.0,6.4,0.2,-0.6,0.569
value5,-1.0,6.5,0.0,-0.0,0.732
value5,-0.3,2.9,0.0,-0.6,0.724
value5,-0.4,7.2,0.0,-0.1,0.466
value5,0.9,3.3,0.4,-0.5,0.499
value5,-1.0,4.4,0.0,0.8,0.617
value5,1.0,5.9,0.7,0.9,0.656
value5,-0.9,3.5,0.1,-0.3,0.568
value5,-1.0,5.8,0.5,-0.4,0.624
value5,-1.0,3.5,0.7,0.0,0.711
value5,-1.0,8.4,0.4,-0.5,0.512
value5,-1.0,6.2,0.0,-0.7,0.474
value4,-0.9,6.0,0.8,-0.5,0.601
value5,1.0,8.2,0.0,-0.4,0.462
value5,0.7,4.4,0.0,-0.7,0.513
value5,0.7,5.2,0.1,-0.6,0.563
value5,-1.0,4.3,0.0,-0.5,0.559
value5,1.0,3.0,1.0,-0.3,0.578
value5,-1.0,6.2,0.6,-0.5,0.77
value5,1.0,3.4,1.0,-0.5,0.523
value5,1.0,5.3,0.0,-0.6,0.53
value5,-1.0,1.7,0.0,0.6,0.486
value5,-1.0,4.6,0.9,-0.5,0.658
value5,1.0,6.4,0.0,-0.4,0.641
value5,1.0,3.8,0.2,-0.6,0.572
value5,1.0,7.1,0.3,-0.6,0.707
value5,1.0,1.4,1.0,0.2,0.429
value4,-0.7,4.2,0.4,0.3,0.494
value5,-1.0,8.5,0.1,0.7,0.58
value3,-0.8,5.3,0.0,-0.4,0.681
value5,0.9,3.6,0.0,0.0,0.581
value5,1.0,7.7,1.0,-0.6,0.527
value5,1.0,5.9,0.5,-0.2,0.498
value5,-1.0,6.5,0.0,0.2,0.776
value5,-1.0,2.0,0.0,-0.7,0.488
value5,1.0,6.5,0.8,-0.5,0.576
value2,0.9,5.8,0.2,0.4,0.492
value5,0.3,3.9,0.0,-0.5,0.474
value5,-0.9,5.9,0.2,-0.5,0.675
value5,1.0,3.3,0.0,-0.3,0.595
value5,0.1,3.9,0.7,0.6,0.592
value5,1.0,5.5,0.2,-0.3,0.569
value5,1.0,5.4,0.0,-0.4,0.625
value5,-0.6,3.7,0.0,-0.4,0.494
value5,0.7,8.0,0.0,-0.6,0.48
value5,0.8,5.8,0.7,-0.3,0.478
value5,-1.0,4.5,0.0,0.7,0.51
value5,-1.0,3.1,0.7,-0.7,0.727
value5,-1.0,2.4,0.0,-0.5,0.492
value5,0.9,2.3,0.0,-0.5,0.723
value5,-0.8,4.7,0.0,0.9,0.411
value5,-1.0,3.4,0.2,-0.5,0.566
value5,1.0,7.4,0.8,-0.6,0.72
value5,-1.0,5.8,0.1,0.9,0.324
value5,-0.7,5.9,0.0,0.5,0.598
value5,-1.0,2.9,0.0,-0.2,0.399
value5,1.0,-2.3,0.0,0.4,0.55
value5,-1.0,4.3,0.0,-0.4,0.632
value5,-1.0,5.9,0.6,-0.6,0.658
value5,1.0,5.0,0.8,0.1,0.606
value5,0.7,2.6,0.3,-0.7,0.566
value5,-1.0,6.0,0.2,-0.6,0.601
value2,-1.0,2.5,0.2,-0.5,0.293
value5,-1.0,1.8,0.9,-0.5,0.582
value5,-0.7,8.9,0.0,-0.5,0.583
value5,-0.8,5.2,1.0,-0.6,0.704
value5,-0.5,1.9,0.7,0.7,0.536
value5,-1.0,6.1,1.0,-0.5,0.548
value5,-1.0,2.7,0.9,-0.5,0.509
value5,-1.0,4.0,0.0,-0.3,0.427
value1,1.0,4.7,1.0,0.7,0.556
value4,-0.7,2.1,0.6,-0.6,0.345
value5,1.0,4.3,0.6,-0.4,0.575
value5,-1.0,1.8,0.0,0.7,0.603
value5,-1.0,5.2,1.0,-0.6,0.545
value5,-1.0,4.8,0.0,-0.3,0.606
value5,0.8,6.1,0.6,-0.4,0.654
value5,1.0,7.6,0.0,-0.1,0.508
value4,-1.0,6.2,0.0,-0.1,0.477
value3,-1.0,1.6,0.0,0.9,0.296
value4,0.9,5.4,0.0,1.0,0.413
value5,0.7,4.4,0.0,-0.3,0.549
value4,-1.0,5.6,0.0,-0.3,0.499
value5,-0.9,5.6,0.0,-0.3,0.515
value5,-1.0,6.1,0.4,-0.6,0.537
value5,0.5,2.7,0.8,0.6,0.43
value5,-0.2,5.1,1.0,-0.4,0.737
value5,-1.0,5.5,0.0,-0.1,0.546
value4,1.0,8.9,0.0,-0.3,0.5
value3,1.0,3.6,0.0,1.0,0.58
value5,-0.8,4.3,0.0,0.1,0.487
value5,-1.0,5.6,0.0,0.1,0.685
value4,-1.0,2.1,1.0,-0.5,0.614
value4,1.0,5.1,0.1,-0.6,0.567
value5,-1.0,6.2,0.0,-0.6,0.56
value5,-0.9,7.7,0.0,1.0,0.546
value5,-1.0,4.9,0.0,1.0,0.626
value5,0.9,4.1,0.0,0.8,0.419
value5,-1.0,10.1,0.0,0.1,0.609
value5,0.5,4.9,0.6,0.1,0.65
value5,-1.0,3.4,0.8,-0.3,0.64
value5,1.0,5.0,0.0,-0.2,0.491
value5,1.0,7.0,0.0,0.0,0.623
value5,1.0,6.0,0.9,1.0,0.64
value4,1.0,4.2,0.2,0.8,0.496
value5,-1.0,7.6,0.0,-0.5,0.635
value4,-1.0,6.7,0.0,-0.3,0.531
value5,1.0,5.6,0.0,-0.5,0.738
value5,-0.9,4.6,0.9,-0.2,0.557
value5,-1.0,4.3,0.5,-0.7,0.527
value4,0.9,6.9,0.1,-0.1,0.561
value5,-1.0,6.5,0.0,-0.5,0.496
value5,0.7,4.7,0.7,0.1,0.681
value5,1.0,3.5,0.0,-0.1,0.593
value4,0.7,6.3,0.0,-0.4,0.638
value5,1.0,6.5,0.9,-0.5,0.586
value5,-1.0,4.2,1.0,-0.4,0.456
value5,1.0,6.0,0.6,-0.7,0.584
value5,-1.0,4.3,0.0,-0.3,0.653
value5,-1.0,5.9,0.0,-0.6,0.506
value5,-1.0,6.8,0.9,0.7,0.521
value5,-1.0,1.7,0.0,0.2,0.48
value5,1.0,6.4,0.6,-0.5,0.593
value5,1.0,2.5,1.0,-0.1,0.479
value5,1.0,3.7,0.7,-0.3,0.651
value5,1.0,4.8,0.1,-0.7,0.652
value5,-1.0,7.4,0.2,-0.5,0.475
value4,-0.9,6.5,0.3,0.8,0.724
value4,-0.5,2.1,0.1,-0.5,0.498
value5,0.9,5.6,0.7,-0.2,0.712
value5,-1.0,3.3,0.0,-0.1,0.51
value5,0.7,6.0,0.0,-0.7,0.541
value5,-1.0,4.5,1.0,-0.4,0.512
value5,-1.0,6.1,0.0,-0.3,0.607
value5,-1.0,4.2,0.0,-0.5,0.364
value5,1.0,2.7,1.0,0.3,0.725
value5,-1.0,1.1,0.8,0.7,0.776
value5,1.0,3.1,0.0,-0.6,0.495
value5,-0.9,4.2,0.0,0.0,0.532
value5,1.0,8.9,0.9,0.1,0.535
value4,-1.0,6.1,0.0,-0.5,0.507
value5,1.0,7.2,0.7,0.3,0.929
value4,1.0,4.5,0.5,-0.5,0.668
value5,1.0,6.9,0.0,-0.4,0.739
value2,1.0,5.5,0.6,-0.5,0.513
value5,-1.0,4.7,0.0,-0.4,0.569
value5,0.9,3.2,0.0,0.2,0.546
value5,1.0,1.8,0.2,0.6,0.694
value5,0.1,5.4,0.7,-0.4,0.344
value4,-0.9,3.9,1.0,-0.5,0.404
value5,-1.0,4.0,1.0,0.4,0.342
value5,-1.0,6.0,0.0,0.4,0.695
value5,1.0,3.7,0.3,0.5,0.515
