categ_feature0,num_feature1,num_feature2,num_feature3,num_feature4,target
value6,7.8,30.4,0.3,2.5,class_1
value1,1.2,18.9,0.4,60758796.4,class_3
value8,0.4,7.2,0.1,25.6,class_1
value9,0.0,47.5,2.1,2.6,class_2
value3,4.5,72.0,1.2,5.9,class_3
value4,16.4,18.5,0.0,1.3,class_1
value5,3.3,49.6,7.3,983.9,class_3
value6,0.7,33.4,4.4,2.1,class_1
value6,1.5,2.3,0.0,5.5,class_0
value8,2.1,20.8,7.9,425.6,class_3
value6,3.7,84.6,1.1,32.6,class_3
value4,0.0,15.7,5.2,1.5,class_0
value6,2.7,15.8,0.3,2.5,class_0
value5,9.5,35.0,0.4,1.7,class_2
value4,4.7,13.5,0.5,1.5,class_0
value9,0.5,49.0,5.4,1.6,class_2
value7,11.8,45.3,5.2,6.0,class_2
value3,0.8,32.0,0.0,3.5,class_1
value1,0.6,40.6,1.0,2.8,class_1
value5,9.5,30.7,1.0,15.1,class_2
value1,1.0,74.8,0.8,24.7,class_3
value1,2.4,11.8,4.4,33.2,class_2
value1,42.6,53.8,0.2,1.4,class_3
value7,2.9,32.9,1.4,15.5,class_2
value5,0.4,53.6,2.6,1.3,class_2
value6,11.1,14.4,0.1,33178.1,class_3
value2,1.0,28.4,7.4,2.0,class_1
value3,0.0,3.9,3.8,2.6,class_0
value4,1.4,23.4,0.2,67.0,class_3
value7,22.1,41.8,3.3,1.1,class_2
value1,0.8,24.6,0.0,2.7,class_1
value5,1.6,19.9,8.1,26.6,class_2
value1,2.8,54.4,0.1,1.3,class_2
value6,0.1,3.3,8.4,7.3,class_0
value3,3.8,33.4,2.2,1.1,class_1
value8,0.5,18.3,7.2,1.7,class_1
value8,0.5,11.3,0.2,2.2,class_0
value5,1.8,20.8,6.7,2.2,class_1
value3,2.0,43.9,8.2,5.8,class_2
value1,0.8,28.6,0.6,2.2,class_1
value2,1.2,9.7,0.1,1.0,class_0
value7,0.5,37.7,5.8,2.4,class_2
value3,16.1,29.0,0.5,36.8,class_3
value3,5.5,31.9,3.0,1.2,class_1
value5,1.2,47.9,0.2,127.7,class_3
value2,14.6,15.5,6.5,4.6,class_1
value6,12.3,1.5,0.0,1.4,class_0
value1,0.3,42.3,0.0,1.3,class_1
value8,0.0,27.0,0.2,538.6,class_3
value1,0.0,61.7,3.5,2.5,class_2
value3,8.6,8.8,1.3,2.6,class_0
value5,2.0,26.3,6.3,1.1,class_1
value3,2.4,21.7,3.3,20.2,class_2
value4,0.0,29.6,1.8,1.5,class_1
value4,1.1,18.6,2.0,1.3,class_0
value9,7.9,27.7,1.5,1.6,class_1
value5,0.3,18.6,0.1,7.9,class_1
value8,1.7,31.4,5.1,11.1,class_2
value4,0.0,38.7,3.2,9.7,class_2
value4,0.0,21.4,1.0,2.1,class_0
value1,0.2,56.8,0.8,8.6,class_2
value9,0.8,24.5,4.7,2.2,class_1
value1,0.1,27.9,8.1,2.2,class_1
value5,0.4,25.6,6.5,2.2,class_1
value4,1.0,27.4,0.0,1.6,class_1
value7,11.2,3.6,8.4,195.4,class_3
value8,0.0,36.8,1.5,1.7,class_1
value8,9.9,51.6,1.0,1.1,class_2
value2,5.4,24.0,5.9,2.9,class_1
value4,2.7,9.4,5.5,1.5,class_0
value8,2.1,23.7,7.5,2.5,class_1
value1,0.5,44.2,3.5,28.9,class_3
value7,3.0,60.3,7.3,1.3,class_2
value4,16.5,15.6,0.2,21.7,class_2
value4,2.9,25.7,1.7,142717124.4,class_3
value6,0.1,0.3,8.5,1.3,class_0
value9,0.9,40.5,1.9,1.1,class_2
value4,1.7,28.1,4.4,1.3,class_1
value6,0.9,28.5,0.3,1.4,class_1
value9,0.1,0.1,5.5,2.4,class_0
value3,17.3,65.2,3.0,3.4,class_3
value6,0.0,18.4,2.0,1.1,class_0
value2,4.0,62.1,4.6,1.4,class_2
value8,6.6,0.7,3.6,261.5,class_3
value5,2.8,54.8,3.1,5.1,class_2
value8,3.5,7.7,7.6,3.6,class_0
value2,10.9,18.2,0.0,1.3,class_1
value2,2.8,25.2,7.7,3.3,class_1
value5,13.1,18.3,0.5,7.1,class_1
value7,0.4,28.7,4.4,1.7,class_1
value6,5.3,47.4,0.4,1.8,class_2
value4,0.2,27.6,0.1,4.1,class_1
value9,0.1,25.5,0.1,2.3,class_1
value2,0.4,18.3,0.1,166.8,class_3
value9,0.0,15.8,2.3,4.6,class_0
value1,0.1,18.8,0.8,1.9,class_0
value3,10.6,13.8,3.4,7.9,class_1
value1,3.1,31.1,1.5,1.3,class_1
value7,0.6,17.8,3.7,3.0,class_0
value4,9.4,24.7,0.7,1.9,class_1
value4,1.8,48.2,0.9,30.3,class_3
value2,15.9,38.0,2.2,1.9,class_2
value8,0.0,16.5,0.6,78.6,class_3
value3,9.2,10.2,7.0,4.4,class_1
value5,2.3,15.0,1.1,1.3,class_0
value3,2.8,8.5,3.7,1.6,class_0
value6,0.0,67.3,2.2,1.1,class_2
value6,0.2,5.6,1.8,5.3,class_0
value2,4.1,2.8,1.4,5.0,class_0
value3,0.1,25.8,1.8,1.5,class_1
value4,0.1,26.5,1.5,3.7,class_1
value2,6.6,23.8,0.9,1.5,class_1
value6,11.4,3.4,0.6,2.4,class_0
value1,4.5,36.1,0.0,2.5,class_1
value4,0.2,72.1,0.0,1.5,class_2
value1,3.8,25.7,1.1,1.2,class_1
value7,0.9,19.6,0.1,3.0,class_0
value4,0.5,10.8,7.3,5.4,class_0
value3,0.0,49.2,0.9,1.9,class_2
value5,0.1,23.7,3.9,2.3,class_1
value4,0.8,27.6,0.5,1.4,class_1
value6,6.3,21.5,8.4,12.5,class_2
value8,0.2,14.0,8.5,10.0,class_1
value6,0.0,9.6,0.3,2.5,class_0
value5,0.0,58.7,1.0,2.2,class_2
value8,2.8,37.9,0.5,2.6,class_1
value6,5.6,23.5,6.8,11.7,class_2
value5,5.8,25.7,0.0,196.7,class_3
value8,0.7,69.9,2.0,3.9,class_2
value5,0.6,27.4,1.9,2.4,class_1
value2,0.8,22.3,0.0,27.7,class_2
value1,2.5,137.5,0.1,4.3,class_3
value7,1.5,0.2,0.5,1.6,class_0
value6,1.7,59.0,3.6,21.8,class_3
value9,0.1,58.9,8.0,2.1,class_2
value1,0.1,23.1,4.2,28.1,class_2
value8,1.3,22.1,8.6,1.2,class_1
value6,0.7,33.9,8.2,9.2,class_2
value2,1.2,28.7,6.6,15.5,class_2
value9,0.0,31.9,5.6,1.2,class_1
value8,2.5,90.1,5.5,1.5,class_3
value4,1.0,10.9,0.0,1.3,class_0
value9,0.3,15.8,4.2,2.0,class_0
value7,0.1,7.7,0.8,4.7,class_0
value8,0.2,41.3,3.1,1.1,class_2
value6,2.4,8.7,1.7,2.4,class_0
value2,0.1,7.9,4.3,3.1,class_0
value8,6.8,26.0,0.8,1.6,class_1
value8,1.9,17.5,3.0,936.1,class_3
value3,15.7,32.7,0.3,3.3,class_2
value7,2.0,9.0,4.7,1.8,class_0
value8,0.0,35.3,6.4,3.0,class_1
value7,5.3,11.2,8.9,8.6,class_1
value6,9.1,51.0,4.7,125.1,class_3
value7,0.7,20.5,3.4,16.7,class_1
value2,0.6,31.4,0.6,1.3,class_1
value5,0.4,15.8,3.9,1.4,class_0
value5,38.2,42.0,1.5,1.7,class_3
value2,0.9,1.4,0.2,4880551307975.1,class_3
value4,2.9,34.0,4.2,3.8,class_2
value2,30.0,1.6,0.1,25.7,class_2
value4,0.0,20.5,2.9,1.6,class_0
value5,0.2,19.3,3.7,2.7,class_0
value7,1.8,8.1,4.3,1.2,class_0
value8,0.0,35.6,3.2,1.7,class_1
value7,10.4,44.9,6.6,2.7,class_2
value3,4.6,9.9,6.9,2.6,class_0
value7,1.3,36.1,8.6,1.2,class_2
value1,1.4,15.0,3.0,1.6,class_0
value3,2.5,62.9,1.0,5.4,class_2
value1,4.2,3.2,8.0,7.1,class_0
value3,0.5,23.7,8.0,2.1,class_1
value5,3.9,12.0,7.2,1.4,class_0
value1,0.3,15.0,3.9,11.9,class_1
value5,1.1,16.5,0.1,1.3,class_0
value8,4.8,38.7,0.8,2.9,class_2
value3,1.7,27.0,7.5,1.9,class_1
value4,0.0,41.1,1.8,4.8,class_2
value1,0.2,17.0,0.8,2.5,class_0
value7,5.6,33.4,8.1,3.3,class_2
value5,5.6,48.9,0.7,1.2,class_2
value1,13.5,58.3,6.3,2.7,class_3
value5,12.2,41.0,1.6,2.4,class_2
value8,0.0,16.5,2.9,1.8,class_0
value9,2.3,47.3,1.7,2.0,class_2
value7,0.1,34.3,0.1,1.3,class_1
value6,0.1,7.4,0.8,1.5,class_0
value2,0.0,36.6,1.3,4.6,class_1
value8,3.7,32.2,6.2,1.4,class_1
value6,3.2,8.7,0.7,1.1,class_0
value6,0.1,25.4,0.3,5.6,class_1
value8,11.2,20.8,5.7,1.1,class_1
value8,21.6,48.0,0.9,1653.9,class_3
value1,0.2,51.3,3.3,1.7,class_2
value9,23.6,80.5,0.0,1.6,class_3
value3,30.1,47.0,2.1,2.0,class_3
value9,6.5,12.0,4.7,1.5,class_0
value9,13.0,10.4,0.2,2.0,class_0
value3,1.9,30.2,2.4,1.9,class_1
value7,0.4,50.6,1.4,54.3,class_3
value1,5.2,36.9,3.0,1.5,class_2
value3,10.6,27.3,0.5,7.8,class_2
value8,41.4,31.7,4.0,1.5,class_3
value3,0.1,24.2,2.1,1.2,class_1
value4,0.7,23.9,3.4,3.4,class_1
value2,2.5,19.5,0.3,299.9,class_3
value6,13.4,50.6,2.3,5.1,class_2
value2,0.1,42.0,0.0,1.7,class_1
value1,14.1,29.7,1.4,1.1,class_1
value7,1.3,35.8,0.3,3.1,class_1
value7,6.3,5.8,0.5,3.5,class_0
value4,2.3,13.1,2.1,6.5,class_0
value3,2.4,21.6,1.1,464.6,class_3
value4,8.9,23.7,4.7,2.2,class_1
value9,1.8,8.0,0.4,2.2,class_0
value1,0.3,41.6,0.1,10.1,class_2
value6,0.4,8.7,1.6,1.4,class_0
value8,3.1,48.4,0.1,7.6,class_2
value6,0.9,68.9,2.4,1.2,class_2
value3,7.2,16.2,0.6,2.2,class_0
value1,2.4,46.8,0.4,3.6,class_2
value3,0.2,18.4,1.3,4.4,class_0
value8,0.1,20.8,8.6,1.7,class_1
value3,0.4,10.8,0.2,14.4,class_1
value1,9.0,21.2,0.9,6.2,class_1
value3,1.2,19.3,0.5,13.9,class_1
value2,2.7,41.2,4.1,43.9,class_3
value3,0.9,52.2,1.2,1.5,class_2
value3,0.1,18.6,5.9,139.5,class_3
value5,0.7,36.1,4.6,1.4,class_1
value6,2.7,32.3,1.7,1.6,class_1
value5,2.1,27.2,1.1,1.8,class_1
value1,2.5,49.4,8.2,1.3,class_2
value2,0.0,36.8,0.3,3.3,class_1
value6,9.1,41.6,1.3,139.0,class_3
value7,0.2,16.2,0.0,1.6,class_0
value9,7.3,7.8,0.1,2.6,class_0
value7,1.4,17.0,5.8,1.4,class_0
value6,2.4,116.6,0.0,21.2,class_3
value6,0.0,37.0,7.1,1.8,class_2
value9,7.5,28.3,4.8,15.9,class_2
value9,8.8,65.0,0.4,2.5,class_3
value6,0.0,17.8,0.1,232.0,class_3
value9,0.4,34.7,3.0,1.3,class_1
value8,0.5,10.9,1.6,1.7,class_0
value4,2.5,16.2,0.2,2.0,class_0
value3,0.7,12.2,3.5,4.3,class_0
value3,2.0,27.2,3.6,1.4,class_1
value1,1.2,42.1,0.1,2.4,class_2
value1,10.8,15.9,8.1,2.3,class_1
value8,0.0,27.7,5.9,1638.2,class_3
value8,1.9,10.2,7.6,3369.5,class_3
value2,2.2,56.7,0.5,1.9,class_2
value7,2.7,19.1,8.5,1.5,class_1
value8,2.2,30.5,7.0,484.5,class_3
value7,6.2,7.4,0.4,1.2,class_0
value3,0.1,40.4,0.7,9.2,class_2
value9,0.0,12.4,0.1,3.2,class_0
value8,0.0,2.3,0.6,2.1,class_0
value7,4.0,17.3,0.6,4.8,class_1
value8,6.9,6.4,1.7,2.8,class_0
value1,4.3,113.7,0.1,11.2,class_3
value9,1.0,31.5,0.1,7.2,class_1
value3,17.2,29.4,4.8,57.4,class_3
value4,0.2,24.0,8.4,3.0,class_1
value8,1.1,16.9,6.2,2.7,class_0
value5,0.3,14.2,6.1,2.0,class_0
value1,0.2,37.7,1.0,7.2,class_1
value9,0.1,44.4,0.4,2.1,class_2
value8,0.9,27.0,0.0,1.2,class_1
value2,4.3,59.1,0.7,2.5,class_2
value1,5.6,38.5,3.2,2.3,class_2
value4,6.8,16.1,6.3,1.6,class_1
value4,0.3,28.7,4.3,4.6,class_1
value9,11.1,21.1,3.2,7.1,class_1
value6,0.0,74.9,7.3,1.6,class_3
value7,1.7,22.7,0.5,2.5,class_1
value6,0.4,5.9,3.9,2.3,class_0
value9,2.9,16.3,0.3,1.5,class_0
value6,3.8,12.5,8.1,2.8,class_1
value5,0.7,41.4,0.4,1.8,class_1
value6,4.5,21.1,7.6,1.6,class_1
value7,1.1,20.4,0.9,1.2,class_0
value2,4.7,33.1,7.8,1.9,class_2
value4,4.3,40.9,4.9,1.8,class_2
value8,0.0,30.1,2.3,3.1,class_1
value2,0.1,13.4,0.0,4.6,class_0
value7,13.1,9.4,0.2,1.3,class_0
value5,1.0,11.6,4.6,1.7,class_0
value8,3.2,21.5,0.1,46.7,class_2
value4,2.2,17.6,0.7,21.6,class_1
value7,0.0,40.6,1.0,13.5,class_2
value1,0.2,22.9,0.4,67.9,class_3
value5,0.4,37.8,0.1,3.4,class_1
value9,4.9,60.1,6.6,11.8,class_3
value2,17.7,49.7,0.3,1.5,class_2
value1,8.5,29.0,6.3,35.4,class_3
value3,12.6,15.5,0.1,1.2,class_1
value5,3.8,17.8,3.3,13.5,class_1
value3,0.0,7.1,0.0,1.6,class_0
value2,0.4,57.6,0.0,8.6,class_2
value7,0.1,13.8,0.0,1.5,class_0
value6,0.1,31.2,1.0,18.4,class_2
value3,11.8,6.2,0.0,20.2,class_1
value1,1.6,5.1,6.1,1.6,class_0
value5,0.2,23.2,0.0,11650.6,class_3
value5,1.9,32.1,4.1,4.7,class_1
value2,2.0,22.8,0.0,1.3,class_0
value5,5.7,22.3,1.6,1.8,class_1
value8,3.6,15.6,7.1,8.9,class_1
value5,0.2,12.1,6.1,1.9,class_0
value4,7.8,38.7,0.7,4.0,class_2
value3,17.4,26.0,6.5,1.8,class_2
value2,3.0,36.0,2.6,3.3,class_2
value3,21.7,20.9,6.5,2.3,class_2
value2,5.4,0.4,0.1,1.4,class_0
value6,5.6,0.8,1.1,1.4,class_0
value6,0.0,25.7,4.2,4.1,class_1
value1,6.4,43.9,8.4,10.4,class_2
value9,0.0,60.9,5.0,2.5,class_2
value5,1.6,41.8,3.5,10.8,class_2
value4,19.5,6.4,4.6,2.5,class_1
value4,13.1,9.4,7.0,2.8,class_1
value4,11.6,53.1,3.9,1.5,class_2
value7,0.1,39.3,6.3,1.9,class_2
value1,8.1,0.2,1.1,7185.8,class_3
value1,0.0,22.1,1.1,2.1,class_0
value2,9.0,69.9,5.5,1.3,class_3
value5,0.1,38.0,7.1,1.4,class_2
value3,0.1,28.2,0.2,3.1,class_1
value2,0.1,6.5,0.0,2.1,class_0
value9,0.3,31.8,2.3,2.8,class_1
value1,5.6,20.8,1.6,1.2,class_1
value9,10.6,2.7,2.5,4.2,class_0
value1,0.6,44.2,3.1,1.4,class_2
value4,1.1,16.6,0.1,2.3,class_0
value9,1.4,28.3,0.3,1.6,class_1
value1,0.3,70.4,2.7,4.3,class_3
value1,3.8,42.1,0.4,2.8,class_2
value4,2.7,18.3,8.4,17.0,class_2
value9,2.1,12.7,3.2,1.3,class_0
value6,1.5,25.8,1.1,1.7,class_1
value5,0.0,19.5,0.3,1.4,class_0
value7,5.5,17.5,5.4,85.0,class_3
value4,1.1,4.2,3.1,1.6,class_0
value5,2.1,41.3,5.0,2.0,class_2
value9,6.3,53.5,0.3,1.6,class_2
value4,0.0,53.8,2.0,1.9,class_2
value8,4.2,21.7,2.2,1.3,class_1
value1,8.9,33.8,4.1,1.1,class_2
value5,0.1,10.7,7.8,2.2,class_0
value3,12.3,62.7,0.4,3.0,class_3
value4,7.1,11.2,8.1,1.5,class_1
value5,0.3,32.8,1.1,2.0,class_1
value3,11.9,21.5,0.5,36.4,class_2
value5,0.2,15.5,3.8,8.0,class_1
value1,3.9,64.0,4.9,1.8,class_2
value2,1.7,23.1,0.3,1.3,class_0
value8,4.5,18.8,0.0,8.9,class_1
value4,1.4,69.9,2.6,4.8,class_3
value7,2.2,32.9,1.2,1.7,class_1
value3,0.3,17.6,0.5,1.7,class_0
value6,1.6,31.7,2.9,1.6,class_1
value1,1.1,58.2,1.2,2.3,class_2
value6,0.9,36.5,3.3,1.3,class_1
value8,12.1,54.9,5.3,1.4,class_2
value9,3.0,13.8,0.7,3.5,class_0
value4,4.4,41.0,0.4,2.6,class_2
value5,0.1,19.5,3.4,2.0,class_0
value6,6.9,10.6,0.9,4655.1,class_3
value5,3.0,20.1,0.7,8.4,class_1
value8,4.1,22.5,4.4,7.6,class_1
value5,0.2,33.8,1.9,147.7,class_3
value4,3.5,9.8,6.2,1.7,class_0
value5,4.8,31.2,3.9,2.5,class_1
value1,4.4,48.5,0.7,4.8,class_2
value1,4.1,30.8,7.7,1.4,class_1
value5,3.3,29.5,5.6,2.1,class_1
value6,4.3,25.7,0.0,1.9,class_1
value9,6.1,33.2,6.7,1.0,class_2
value3,0.1,0.6,0.4,3.7,class_0
value2,2.1,11.6,2.9,1.8,class_0
value1,13.3,21.2,0.1,2.8,class_1
value8,9.6,31.2,4.5,1.2,class_2
value3,0.0,6.7,0.6,1.7,class_0
value8,6.9,26.2,3.6,11.6,class_2
value1,0.0,29.6,2.7,4.3,class_1
value4,2.6,15.2,1.2,5.3,class_0
value9,0.3,30.9,3.1,5.6,class_1
value1,9.8,50.2,1.7,1.2,class_2
value4,1.1,14.4,0.5,1.4,class_0
value2,1.1,22.3,6.1,2.3,class_1
value9,0.0,20.9,2.5,1.4,class_0
value7,1.4,17.8,3.7,450.3,class_3
value5,0.2,52.3,0.6,1.8,class_2
value4,3.8,27.1,5.1,1.2,class_1
value7,11.0,6.9,3.1,7.3,class_1
value2,0.8,29.3,3.9,3.8,class_1
value9,2.0,39.1,0.0,1.9,class_1
value9,9.3,20.0,1.5,1.3,class_1
value3,1.4,18.9,6.3,4.8,class_1
value7,5.2,51.4,6.8,3.0,class_2
value9,7.5,12.4,1.3,77.8,class_3
value8,0.6,36.2,7.0,1.1,class_1
value1,0.1,101.7,0.8,2.1,class_3
value3,1.2,54.3,0.3,1.4,class_2
value9,0.1,2.0,2.3,9.7,class_0
value1,0.1,47.6,2.6,1.6,class_2
value5,2.0,34.5,0.0,2.9,class_1
value3,0.1,11.2,2.0,3.4,class_0
value3,1.2,23.3,0.0,2.9,class_1
value3,0.2,17.7,4.2,2.5,class_0
value1,2.4,61.1,0.6,1.4,class_2
value2,2.6,26.9,2.2,2.4,class_1
value4,1.3,22.3,0.0,1.3,class_0
value7,4.0,96.1,3.2,1.3,class_3
value3,15.8,27.2,4.7,4.8,class_2
value5,0.3,30.6,4.1,585.1,class_3
value9,1.7,4.1,7.3,2.4,class_0
value8,0.0,23.5,0.3,2.2,class_1
value9,0.2,6.2,0.2,3.5,class_0
value4,8.7,9.6,4.6,1.3,class_0
value5,2.4,19.5,5.4,2.3,class_1
value1,1.8,45.4,1.1,1.5,class_2
value9,0.2,26.8,0.8,2.4,class_1
value9,1.4,78.5,5.8,2.5,class_3
value8,0.1,26.8,4.0,12.7,class_1
value9,5.6,15.2,0.1,3.3,class_0
value8,0.2,19.3,5.8,2.2,class_1
value1,3.1,10.4,1.2,3.3,class_0
value3,2.5,49.1,2.6,1.4,class_2
value1,0.0,38.3,1.5,2.3,class_1
value8,14.5,9.4,8.0,3.2,class_1
value7,2.5,6.0,3.5,1.4,class_0
value2,3.4,90.7,4.7,1.7,class_3
value5,2.5,14.6,1.2,100.3,class_3
value3,26.3,5.7,0.9,4.1,class_1
value8,0.3,17.6,2.0,1.1,class_0
value2,0.0,28.7,2.4,1.9,class_1
value2,2.2,38.5,0.0,25.1,class_2
value9,1.1,12.2,3.2,2.9,class_0
value6,0.7,40.4,7.8,5.5,class_2
value3,1.3,16.9,6.3,1.5,class_0
value5,0.0,15.0,5.5,1.7,class_0
value7,2.3,46.4,3.7,3.4,class_2
value3,12.7,37.0,1.2,1.3,class_2
value8,0.2,21.8,0.8,4.0,class_0
value6,3.0,18.1,0.9,38.5,class_2
value6,0.1,13.7,0.6,30.3,class_1
value8,0.1,14.0,3.4,4.4,class_0
value9,2.3,57.6,3.1,1.9,class_2
value7,5.0,7.6,1.0,2.1,class_0
value6,0.3,51.0,1.3,5.6,class_2
value2,0.8,31.9,1.1,1.5,class_1
value4,0.2,37.0,0.2,154.5,class_3
value6,27.4,43.7,0.0,43.1,class_3
value2,0.0,22.6,0.3,1.7,class_0
value4,0.0,13.0,0.2,2.4,class_0
value1,0.0,90.4,0.1,629.5,class_3
value6,7.3,48.6,5.2,20.4,class_3
value7,3.6,21.4,0.1,2.9,class_1
value8,0.8,10.4,3.4,2.0,class_0
value8,0.2,36.7,4.1,3.0,class_1
value3,4.8,28.1,3.2,1.8,class_1
value6,1.0,23.8,5.4,2.7,class_1
value6,4.0,22.4,2.1,2.3,class_1
value1,8.6,12.0,7.2,14.7,class_1
value2,5.9,18.7,3.6,1.6,class_1
value2,2.1,25.6,0.0,2.6,class_1
value9,3.5,38.9,6.7,124.1,class_3
value1,0.0,4.4,7.7,9.4,class_0
value7,0.1,25.2,1.4,11.6,class_1
value5,1.0,50.6,5.0,1.8,class_2
value4,0.8,34.1,0.0,1.4,class_1
value2,1.4,37.6,7.8,6491.4,class_3
value5,7.9,29.6,4.2,1.2,class_1
value8,14.3,50.4,7.0,3.2,class_2
value4,4.3,78.7,2.2,16.6,class_3
value4,1.3,23.1,4.5,1.7,class_1
value3,0.1,31.9,8.4,1.2,class_1
value7,6.5,36.0,6.1,1.7,class_2
value6,1.6,16.0,1.7,3.5,class_0
value6,0.4,12.9,1.4,7.3,class_0
value3,0.4,24.5,6.1,2.6,class_1
value8,2.9,27.0,8.6,1.4,class_1
value7,13.2,41.3,2.5,4.9,class_2
value5,8.0,38.2,7.9,1.4,class_2
value3,0.3,12.4,0.1,1.4,class_0
value7,1.8,45.7,0.5,4.7,class_2
value6,9.0,24.0,2.2,67413658.4,class_3
value2,3.8,25.3,8.1,16.7,class_2
value5,9.0,0.1,8.7,2.2,class_0
value4,4.1,20.8,0.2,2.5,class_1
value8,20.0,24.0,3.6,2.5,class_2
value4,1.5,20.9,6.0,6.1,class_1
value7,42.3,20.4,0.0,1.6,class_2
value8,6.7,15.2,0.0,2.1,class_0
value3,1.9,26.6,2.9,3.8,class_1
value3,0.8,46.4,6.8,2.3,class_2
value4,0.0,5.5,2.3,1.5,class_0
value6,1.1,42.1,6.6,3.8,class_2
value5,0.5,22.2,2.4,3.4,class_1
value6,35.5,2.8,7.0,8.1,class_2
value6,0.0,10.9,0.0,2.6,class_0
value8,3.9,20.9,3.2,1.5,class_1
value1,9.8,15.8,0.5,2.2,class_1
value6,0.0,13.3,7.6,1.6,class_0
value2,0.0,26.7,8.6,2.1,class_1
value3,17.0,15.3,7.2,21.8,class_2
value7,0.5,0.0,4.6,3.6,class_0
value1,0.3,4.4,2.3,1.1,class_0
value8,6.6,51.4,7.5,1.4,class_2
value7,1.1,21.3,5.5,657.9,class_3
value7,2.7,17.8,5.6,1.7,class_0
value3,15.2,37.1,0.0,1267.9,class_3
value1,0.2,23.6,1.4,2.4,class_0
value6,0.3,57.4,0.6,5.8,class_2
value2,3.2,19.2,3.3,16.5,class_1
value1,3.3,24.5,2.3,1.4,class_1
value4,6.0,70.0,5.7,2.1,class_3
value1,12.9,16.0,4.0,3.4,class_1
value8,0.4,40.6,3.0,876.4,class_3
value6,0.0,13.8,1.9,1.6,class_0
value4,0.2,29.0,1.2,10.5,class_1
value1,0.5,32.3,1.0,2.1,class_1
value1,7.7,23.6,2.4,15.9,class_2
value7,0.1,11.2,2.3,2.6,class_0
value4,1.8,31.0,3.1,2.0,class_1
value7,2.0,10.7,2.5,25.6,class_1
value6,0.1,14.5,5.2,3.3,class_0
value2,6.3,22.1,4.4,1.6,class_1
value1,2.1,22.2,0.8,26.3,class_2
value6,2.6,45.8,0.7,12.6,class_2
value5,0.4,38.6,0.4,1.8,class_1
value9,0.0,6.9,8.5,3.7,class_0
value7,2.8,58.3,0.1,49.8,class_3
value3,2.3,12.1,0.6,3.1,class_0
value1,0.0,30.5,6.2,2.7,class_1
value8,1.4,33.3,3.5,10.4,class_2
value9,5.7,33.2,3.1,140.2,class_3
value8,9.9,52.7,7.7,14.1,class_3
value3,3.1,37.3,0.4,15.3,class_2
value8,6.1,11.1,0.0,1.1,class_0
value1,5.0,16.1,1.1,1.3,class_0
value2,8.3,8.1,1.1,4843.9,class_3
value5,6.5,25.8,1.5,2.6,class_1
value4,0.3,26.5,6.0,2.2,class_1
value4,0.0,17.8,8.3,2.6,class_1
value4,9.0,23.4,0.2,3.6,class_1
value2,0.2,19.5,4.9,3.4,class_1
value9,2.3,66.8,1.2,3.1,class_2
value6,13.4,16.5,8.9,6.5,class_1
value5,0.8,26.4,3.2,2.0,class_1
value7,0.9,28.1,0.0,8.2,class_1
value8,1.8,22.3,0.2,1.5,class_0
value6,0.1,13.0,8.0,2.6,class_0
value5,4.6,1.3,7.3,1.8,class_0
value1,1.9,63.5,0.3,1.8,class_2
value5,3.3,20.1,0.1,1183.8,class_3
value9,6.1,21.5,0.0,1.7,class_1
value4,1.2,44.2,2.2,1.9,class_2
value4,9.0,27.6,6.2,2.6,class_1
value7,5.2,26.9,0.3,1.9,class_1
value5,3.6,30.0,1.0,1.9,class_1
value6,4.6,11.4,0.3,3.2,class_0
value5,0.3,24.2,6.7,5.7,class_1
value1,2.5,31.4,2.4,4.2,class_1
value5,0.7,60.9,1.9,2.3,class_2
value3,0.1,12.0,0.5,4.0,class_0
value5,2.5,42.3,2.6,3.6,class_2
value1,32.7,15.7,5.5,29.3,class_3
value1,1.5,35.7,2.8,23.5,class_2
value1,0.3,44.6,1.2,4.4,class_2
value3,5.5,66.6,3.3,1.6,class_3
value9,14.1,18.8,0.4,3.5,class_1
value8,0.4,54.9,0.0,10.6,class_2
value4,7.6,14.3,1.3,1.1,class_0
value4,2.0,13.7,8.6,4.1,class_1
value8,0.2,12.7,0.1,2.8,class_0
value1,1.0,8.2,5.1,5.0,class_0
value5,2.9,21.2,6.4,1.4,class_1
value7,17.0,20.2,0.8,1.1,class_1
value2,4.3,28.9,0.7,1.3,class_1
value7,4.5,30.6,4.0,2.9,class_1
value9,11.8,24.1,0.4,2.4,class_1
value2,0.1,28.1,0.1,1.6,class_1
value5,0.3,34.6,8.6,2.2,class_2
value6,0.3,44.8,0.1,1.5,class_2
value9,0.8,59.4,4.9,32.2,class_3
value6,0.0,41.0,0.4,1.2,class_1
value7,0.0,13.4,0.3,251144475.9,class_3
value1,0.0,35.7,0.0,1.7,class_1
value3,0.7,26.0,0.8,14.1,class_1
value4,9.8,6.0,5.6,25.8,class_2
value9,0.1,31.4,8.3,28.7,class_2
value3,8.8,22.0,8.4,2.0,class_1
value3,6.3,49.4,8.5,1.7,class_2
value2,10.2,37.4,6.0,1.9,class_2
value5,1.2,54.8,6.6,1.8,class_2
value3,0.2,5.9,1.6,229.7,class_3
value9,7.7,58.2,6.3,1.7,class_2
value8,16.8,7.7,1.5,1.6,class_0
value2,0.2,15.1,0.3,1.5,class_0
value6,6.5,43.7,7.1,585.4,class_3
value4,1.1,28.9,1.2,6.8,class_1
value4,2.7,23.2,8.2,1.9,class_1
